operacion_cliente,operacion_cantidad_facturas,operacion_gasto_operacional,operacion_gasto_administrativo,operacion_monto,operacion_interes,operacion_mora,operacion_fecha_curse,operacion_fecha_vencimiento,operacion_fecha_pago
1990,8,30000,0,347995567,0.018436,0.0,2020-08-24 12:40:08,2020-10-23 12:40:08,2020-10-23 12:40:08
1991,12,10000,0,953080500,0.025228,0.0,2021-07-26 06:05:44,2021-10-24 06:05:44,2021-10-24 06:05:44
1992,1,10000,10000,362081552,0.021026,0.0,2021-01-15 04:25:36,2021-03-16 04:25:36,2021-03-16 04:25:36
1993,12,10000,0,336586777,0.023426,0.0,2023-11-24 12:29:22,2024-02-22 12:29:22,2024-02-22 12:29:22
1994,4,0,0,436280462,0.026147,0.0,2023-12-15 00:10:56,2024-03-14 00:10:56,2024-03-14 00:10:56
1995,4,10000,0,509470704,0.028824,0.0,2021-06-30 00:49:40,2021-07-30 00:49:40,2021-07-30 00:49:40
1996,4,0,0,843092832,0.010238,0.0,2021-01-05 17:00:19,2021-03-06 17:00:19,2021-03-06 17:00:19
1997,5,0,0,353533686,0.009527,0.0,2023-01-13 02:28:08,2023-02-12 02:28:08,2023-02-12 02:28:08
1998,9,30000,0,666284126,0.026015,0.0,2021-10-12 15:20:06,2021-12-11 15:20:06,2021-12-11 15:20:06
1999,4,0,0,655845135,0.012479,4226079.963849741,2021-07-29 19:39:16,2021-10-27 19:39:16,2021-11-29 19:39:16
2000,7,0,0,6232495,0.012333,0.0,2022-03-20 10:22:08,2022-05-19 10:22:08,2022-05-19 10:22:08
2001,6,0,0,688354665,0.025511,9527974.935577584,2020-07-16 16:15:51,2020-09-14 16:15:51,2020-11-08 16:15:51
2002,12,10000,0,828282840,0.018976,0.0,2023-11-16 21:55:52,2024-02-14 21:55:52,2024-02-14 21:55:52
2003,3,30000,0,570813103,0.010336,0.0,2020-02-25 11:18:57,2020-03-26 11:18:57,2020-03-26 11:18:57
2004,3,0,0,71940696,0.028495,0.0,2022-04-21 15:49:53,2022-05-21 15:49:53,2022-05-21 15:49:53
2005,7,0,0,475290815,0.026963,0.0,2022-04-24 16:26:22,2022-07-23 16:26:22,2022-07-23 16:26:22
2006,6,0,0,554278305,0.014965,0.0,2020-01-04 20:23:47,2020-03-04 20:23:47,2020-03-04 20:23:47
2007,1,10000,10000,828073754,0.01668,426516.83694698545,2022-01-15 05:32:04,2022-03-16 05:32:04,2022-04-29 05:32:04
2008,3,20000,0,183441048,0.009377,0.0,2021-03-28 23:54:17,2021-06-26 23:54:17,2021-06-26 23:54:17
2009,8,0,0,845125887,0.01856,0.0,2023-09-24 22:52:17,2023-12-23 22:52:17,2023-12-23 22:52:17
2010,8,10000,0,78972097,0.010587,0.0,2021-06-21 12:42:43,2021-07-21 12:42:43,2021-07-21 12:42:43
2011,11,10000,0,95698979,0.027723,437772.4028272992,2021-11-06 15:29:21,2021-12-06 15:29:21,2022-01-21 15:29:21
2012,1,10000,0,909391811,0.023446,0.0,2022-02-06 13:56:25,2022-04-07 13:56:25,2022-04-07 13:56:25
2013,6,10000,0,904343918,0.017182,0.0,2022-10-16 06:49:38,2023-01-14 06:49:38,2023-01-14 06:49:38
2014,11,0,0,637919329,0.015447,0.0,2023-07-08 11:03:14,2023-09-06 11:03:14,2023-09-06 11:03:14
2015,1,10000,0,807168095,0.009728,0.0,2020-11-05 04:08:27,2021-01-04 04:08:27,2021-01-04 04:08:27
2016,3,10000,0,281149805,0.018598,0.0,2020-08-01 12:22:52,2020-09-30 12:22:52,2020-09-30 12:22:52
2017,6,0,0,287706068,0.01369,0.0,2021-07-10 12:47:43,2021-08-09 12:47:43,2021-08-09 12:47:43
2018,2,0,0,650432273,0.011823,0.0,2022-08-07 03:54:44,2022-10-06 03:54:44,2022-10-06 03:54:44
2019,2,0,0,983608035,0.013043,0.0,2022-01-13 06:07:26,2022-02-12 06:07:26,2022-02-12 06:07:26
2020,11,20000,0,982031433,0.014196,0.0,2021-03-24 03:02:49,2021-05-23 03:02:49,2021-05-23 03:02:49
2021,2,10000,0,131027036,0.025893,0.0,2020-04-24 10:56:59,2020-07-23 10:56:59,2020-07-23 10:56:59
2022,3,30000,0,595655717,0.018511,0.0,2023-02-19 04:58:06,2023-04-20 04:58:06,2023-04-20 04:58:06
2023,8,0,0,395728224,0.017002,0.0,2022-06-20 02:06:15,2022-07-20 02:06:15,2022-07-20 02:06:15
2024,5,30000,0,483416990,0.010961,0.0,2023-03-21 07:03:47,2023-05-20 07:03:47,2023-05-20 07:03:47
2025,12,30000,0,86522744,0.028805,0.0,2022-04-29 11:03:30,2022-06-28 11:03:30,2022-06-28 11:03:30
2026,11,30000,0,678732057,0.013859,0.0,2023-08-09 05:36:40,2023-10-08 05:36:40,2023-10-08 05:36:40
2027,6,30000,0,131010895,0.025624,0.0,2022-07-18 20:31:06,2022-08-17 20:31:06,2022-08-17 20:31:06
2028,12,30000,0,458738033,0.016283,0.0,2022-02-06 12:03:13,2022-04-07 12:03:13,2022-04-07 12:03:13
2029,10,10000,0,583983062,0.023705,0.0,2022-03-12 09:11:52,2022-04-11 09:11:52,2022-04-11 09:11:52
2030,4,0,0,932936468,0.021001,0.0,2021-07-19 06:02:54,2021-08-18 06:02:54,2021-08-18 06:02:54
2031,5,0,0,234476420,0.020182,0.0,2022-01-28 00:50:39,2022-02-27 00:50:39,2022-02-27 00:50:39
2032,9,10000,0,829225972,0.019655,0.0,2022-10-21 01:00:05,2022-12-20 01:00:05,2022-12-20 01:00:05
2033,4,10000,0,377549954,0.022789,0.0,2022-05-24 12:33:28,2022-06-23 12:33:28,2022-06-23 12:33:28
2034,5,10000,0,26443367,0.028226,3746.3671506406654,2021-09-18 04:15:17,2021-11-17 04:15:17,2021-11-18 04:15:17
2035,2,10000,0,512898969,0.02888,1480611.9660443182,2022-11-17 19:23:25,2022-12-17 19:23:25,2023-01-25 19:23:25
2036,5,10000,0,470240960,0.015604,0.0,2023-12-15 09:41:34,2024-01-14 09:41:34,2024-01-14 09:41:34
2037,12,0,0,947338414,0.020665,8703694.747515587,2023-07-30 05:49:36,2023-08-29 05:49:36,2023-10-08 05:49:36
2038,11,30000,0,520554790,0.009705,0.0,2022-04-20 11:08:12,2022-06-19 11:08:12,2022-06-19 11:08:12
2039,10,0,0,786141611,0.028277,0.0,2023-02-18 05:21:00,2023-04-19 05:21:00,2023-04-19 05:21:00
2040,9,0,0,637436230,0.014107,0.0,2020-05-15 04:12:57,2020-06-14 04:12:57,2020-06-14 04:12:57
2041,7,0,0,854057705,0.009007,0.0,2023-08-04 18:15:37,2023-10-03 18:15:37,2023-10-03 18:15:37
2042,11,30000,0,296947872,0.009041,349492.5852183309,2023-04-03 14:47:32,2023-06-02 14:47:32,2023-06-08 14:47:32
2043,8,0,0,810728195,0.009395,0.0,2022-05-02 11:29:19,2022-07-01 11:29:19,2022-07-01 11:29:19
2044,7,0,0,668889223,0.020967,0.0,2021-11-06 22:19:45,2022-01-05 22:19:45,2022-01-05 22:19:45
2045,4,30000,20000,663960798,0.027932,4068148.7944725323,2020-12-01 16:11:58,2021-01-30 16:11:58,2021-03-13 16:11:58
2046,1,0,0,495519306,0.016729,0.0,2021-01-15 20:24:12,2021-03-16 20:24:12,2021-03-16 20:24:12
2047,9,0,0,819999970,0.024217,0.0,2020-10-20 03:35:06,2020-12-19 03:35:06,2020-12-19 03:35:06
2048,1,0,0,446130925,0.010819,0.0,2020-08-05 18:32:20,2020-11-03 18:32:20,2020-11-03 18:32:20
2049,7,30000,0,256852615,0.023168,0.0,2021-07-14 00:35:53,2021-09-12 00:35:53,2021-09-12 00:35:53
2050,7,0,0,10320400,0.025065,0.0,2021-05-12 11:53:07,2021-07-11 11:53:07,2021-07-11 11:53:07
2051,2,0,0,794086200,0.0174,0.0,2023-04-17 02:23:51,2023-05-17 02:23:51,2023-05-17 02:23:51
2052,1,0,0,476397401,0.025129,0.0,2022-05-04 17:07:19,2022-06-03 17:07:19,2022-06-03 17:07:19
2053,11,10000,0,37586282,0.013303,0.0,2023-10-10 02:15:33,2024-01-08 02:15:33,2024-01-08 02:15:33
2054,1,30000,0,314664934,0.027472,0.0,2021-01-04 18:44:18,2021-02-03 18:44:18,2021-02-03 18:44:18
2055,10,30000,0,649564280,0.0289,0.0,2023-04-19 05:49:36,2023-05-19 05:49:36,2023-05-19 05:49:36
2056,4,10000,0,656991292,0.009681,0.0,2023-07-23 01:04:40,2023-08-22 01:04:40,2023-08-22 01:04:40
2057,4,20000,0,871617237,0.028606,1430137.0398448056,2021-02-18 05:11:52,2021-05-19 05:11:52,2021-05-25 05:11:52
2058,9,0,0,110485702,0.015999,0.0,2022-01-17 10:25:49,2022-04-17 10:25:49,2022-04-17 10:25:49
2059,3,0,0,919231731,0.019099,0.0,2020-10-03 09:36:26,2020-12-02 09:36:26,2020-12-02 09:36:26
2060,9,0,0,626359592,0.017832,0.0,2022-09-25 00:00:19,2022-11-24 00:00:19,2022-11-24 00:00:19
2061,10,30000,0,228013427,0.029934,0.0,2023-11-25 11:54:58,2024-01-24 11:54:58,2024-01-24 11:54:58
2062,11,30000,0,718610117,0.012753,404341.19178452267,2023-07-07 22:06:32,2023-09-05 22:06:32,2023-10-27 22:06:32
2063,1,10000,0,645269725,0.024268,0.0,2022-09-15 12:41:55,2022-11-14 12:41:55,2022-11-14 12:41:55
2064,11,10000,0,906455070,0.0172,0.0,2021-08-09 17:42:41,2021-09-08 17:42:41,2021-09-08 17:42:41
2065,7,10000,0,573897243,0.009727,0.0,2021-07-25 05:16:22,2021-09-23 05:16:22,2021-09-23 05:16:22
2066,1,30000,0,494806588,0.0208,3213877.4362860336,2020-01-11 15:51:22,2020-02-10 15:51:22,2020-03-22 15:51:22
2067,3,30000,0,870847570,0.022262,0.0,2020-10-13 05:16:53,2020-12-12 05:16:53,2020-12-12 05:16:53
2068,6,0,0,739938270,0.02049,0.0,2020-06-15 20:36:10,2020-09-13 20:36:10,2020-09-13 20:36:10
2069,7,0,0,957315778,0.009039,0.0,2020-06-21 16:03:56,2020-08-20 16:03:56,2020-08-20 16:03:56
2070,5,30000,0,934062109,0.028021,1199274.7453686644,2022-09-21 11:05:24,2022-10-21 11:05:24,2022-11-09 11:05:24
2071,11,0,0,149264409,0.01608,0.0,2022-08-14 13:06:07,2022-10-13 13:06:07,2022-10-13 13:06:07
2072,4,20000,0,7005165,0.029239,0.0,2022-07-29 11:22:35,2022-10-27 11:22:35,2022-10-27 11:22:35
2073,9,30000,0,848007719,0.020778,0.0,2023-09-19 09:54:18,2023-12-18 09:54:18,2023-12-18 09:54:18
2074,9,30000,0,526174992,0.017846,0.0,2021-05-16 14:51:34,2021-07-15 14:51:34,2021-07-15 14:51:34
2075,11,30000,0,5082328,0.023161,0.0,2022-04-09 01:24:26,2022-06-08 01:24:26,2022-06-08 01:24:26
2076,2,10000,0,116785060,0.011521,0.0,2021-01-15 22:56:31,2021-02-14 22:56:31,2021-02-14 22:56:31
2077,1,30000,0,747477093,0.018772,0.0,2020-02-01 21:50:56,2020-03-02 21:50:56,2020-03-02 21:50:56
2078,3,30000,0,608822865,0.02773,0.0,2021-05-19 18:35:03,2021-07-18 18:35:03,2021-07-18 18:35:03
2079,11,10000,0,165080081,0.017985,127612.60591212573,2023-08-26 11:42:10,2023-10-25 11:42:10,2023-11-04 11:42:10
2080,11,20000,0,898542435,0.020127,0.0,2023-12-17 19:31:33,2024-01-16 19:31:33,2024-01-16 19:31:33
2081,2,0,0,640340573,0.009903,0.0,2022-05-28 04:40:01,2022-06-27 04:40:01,2022-06-27 04:40:01
2082,2,20000,0,433249270,0.012111,0.0,2023-03-08 22:01:16,2023-06-06 22:01:16,2023-06-06 22:01:16
2083,6,30000,0,821312415,0.013506,5290000.034133358,2021-04-03 22:52:37,2021-06-02 22:52:37,2021-07-07 22:52:37
2084,8,10000,0,288338187,0.02329,0.0,2023-06-14 17:34:45,2023-08-13 17:34:45,2023-08-13 17:34:45
2085,10,0,0,879688708,0.021305,0.0,2020-11-10 19:56:33,2020-12-10 19:56:33,2020-12-10 19:56:33
2086,12,30000,0,674261677,0.009677,0.0,2022-09-13 05:13:53,2022-12-12 05:13:53,2022-12-12 05:13:53
2087,9,20000,0,994388395,0.019886,9050657.727855822,2023-06-17 05:38:23,2023-08-16 05:38:23,2023-09-19 05:38:23
2088,7,10000,0,945564879,0.015644,0.0,2020-03-01 01:27:30,2020-03-31 01:27:30,2020-03-31 01:27:30
2089,9,20000,0,352806831,0.025032,726834.0004428792,2020-06-25 17:02:22,2020-07-25 17:02:22,2020-08-18 17:02:22
2090,7,30000,0,915644574,0.025554,0.0,2020-01-17 09:04:24,2020-03-17 09:04:24,2020-03-17 09:04:24
2091,10,0,0,287707989,0.009691,0.0,2022-06-02 06:37:35,2022-07-02 06:37:35,2022-07-02 06:37:35
2092,7,10000,0,76802663,0.019158,0.0,2021-02-07 20:03:12,2021-03-09 20:03:12,2021-03-09 20:03:12
2093,3,0,0,217841737,0.029478,0.0,2020-05-29 20:29:51,2020-07-28 20:29:51,2020-07-28 20:29:51
2094,7,30000,0,987669585,0.009578,0.0,2023-10-12 09:13:24,2024-01-10 09:13:24,2024-01-10 09:13:24
2095,7,10000,0,478925676,0.014347,65261.868364379596,2022-09-05 00:30:56,2022-10-05 00:30:56,2022-10-18 00:30:56
2096,12,30000,0,259223335,0.011902,0.0,2020-08-14 08:41:37,2020-09-13 08:41:37,2020-09-13 08:41:37
2097,2,0,0,727313551,0.029592,5174527.117968989,2021-10-28 02:21:33,2021-11-27 02:21:33,2021-12-27 02:21:33
2098,7,0,0,560504397,0.026486,2077602.956085277,2020-01-20 21:24:01,2020-04-19 21:24:01,2020-05-07 21:24:01
2099,12,30000,0,186859991,0.010356,0.0,2023-02-05 07:13:39,2023-03-07 07:13:39,2023-03-07 07:13:39
2100,9,10000,0,782181417,0.023868,0.0,2022-08-29 04:35:23,2022-10-28 04:35:23,2022-10-28 04:35:23
2101,9,0,0,315237982,0.02076,0.0,2023-06-12 09:49:12,2023-08-11 09:49:12,2023-08-11 09:49:12
2102,3,10000,0,119357299,0.018269,1789818.3062818781,2020-11-05 19:29:42,2020-12-05 19:29:42,2021-01-28 19:29:42
2103,9,30000,0,433248250,0.016983,2500946.9227460977,2020-12-16 21:49:12,2021-03-16 21:49:12,2021-04-10 21:49:12
2104,12,30000,0,300221331,0.027304,0.0,2023-08-26 04:27:16,2023-09-25 04:27:16,2023-09-25 04:27:16
2105,10,0,0,604815024,0.01826,0.0,2020-01-20 20:25:33,2020-02-19 20:25:33,2020-02-19 20:25:33
2106,12,30000,0,443610078,0.015749,0.0,2020-01-18 01:21:50,2020-02-17 01:21:50,2020-02-17 01:21:50
2107,1,0,0,336797455,0.016053,0.0,2022-12-06 11:32:55,2023-03-06 11:32:55,2023-03-06 11:32:55
2108,3,10000,0,292318228,0.018846,0.0,2020-11-19 08:24:45,2020-12-19 08:24:45,2020-12-19 08:24:45
2109,2,30000,0,555334827,0.015572,0.0,2021-03-26 14:47:57,2021-04-25 14:47:57,2021-04-25 14:47:57
2110,8,10000,0,330672102,0.02036,0.0,2023-10-30 09:58:08,2023-12-29 09:58:08,2023-12-29 09:58:08
2111,2,30000,10000,90951561,0.010536,222720.4505003624,2020-05-18 23:42:55,2020-07-17 23:42:55,2020-08-02 23:42:55
2112,4,10000,0,509471788,0.016157,0.0,2022-01-31 23:53:34,2022-03-02 23:53:34,2022-03-02 23:53:34
2113,2,0,0,646238928,0.019346,0.0,2021-05-05 06:57:36,2021-07-04 06:57:36,2021-07-04 06:57:36
2114,1,30000,0,566960503,0.026964,0.0,2022-09-06 02:54:06,2022-12-05 02:54:06,2022-12-05 02:54:06
2115,10,10000,0,642683379,0.019194,0.0,2023-05-23 00:44:36,2023-08-21 00:44:36,2023-08-21 00:44:36
2116,12,30000,0,930528481,0.013645,108919.94595317273,2022-11-17 02:27:33,2022-12-17 02:27:33,2022-12-21 02:27:33
2117,5,20000,0,734023210,0.012047,0.0,2021-12-22 08:37:07,2022-02-20 08:37:07,2022-02-20 08:37:07
2118,1,10000,0,644263410,0.014302,3107519.5689358087,2020-06-03 10:10:25,2020-08-02 10:10:25,2020-09-06 10:10:25
2119,8,10000,0,92202964,0.01206,0.0,2020-01-25 16:54:06,2020-02-24 16:54:06,2020-02-24 16:54:06
2120,9,20000,0,871031274,0.021403,0.0,2023-03-18 06:33:47,2023-06-16 06:33:47,2023-06-16 06:33:47
2121,3,0,0,526406152,0.012851,0.0,2021-08-22 04:58:18,2021-09-21 04:58:18,2021-09-21 04:58:18
2122,4,0,0,520681633,0.018623,0.0,2021-06-25 03:25:04,2021-07-25 03:25:04,2021-07-25 03:25:04
2123,12,10000,0,16576928,0.025759,0.0,2020-02-18 19:47:32,2020-05-18 19:47:32,2020-05-18 19:47:32
2124,10,0,0,630345791,0.02206,0.0,2023-05-03 07:34:26,2023-07-02 07:34:26,2023-07-02 07:34:26
2125,4,0,0,734313455,0.020943,2619809.336164685,2021-09-17 10:37:55,2021-11-16 10:37:55,2021-12-12 10:37:55
2126,5,0,0,198536387,0.026244,0.0,2023-09-07 06:15:25,2023-10-07 06:15:25,2023-10-07 06:15:25
2127,10,30000,0,3545224,0.009336,0.0,2022-03-05 02:03:45,2022-05-04 02:03:45,2022-05-04 02:03:45
2128,6,0,0,156345440,0.014855,0.0,2021-06-16 23:44:51,2021-08-15 23:44:51,2021-08-15 23:44:51
2129,4,10000,0,600427111,0.015982,0.0,2020-01-19 04:34:35,2020-03-19 04:34:35,2020-03-19 04:34:35
2130,5,10000,0,376935870,0.028786,0.0,2021-11-27 19:18:24,2022-01-26 19:18:24,2022-01-26 19:18:24
2131,8,20000,0,260670770,0.02923,0.0,2021-08-18 16:52:08,2021-09-17 16:52:08,2021-09-17 16:52:08
2132,1,30000,10000,54160810,0.016854,0.0,2020-03-05 01:44:39,2020-04-04 01:44:39,2020-04-04 01:44:39
2133,6,0,0,750171917,0.013916,0.0,2022-01-30 18:43:56,2022-04-30 18:43:56,2022-04-30 18:43:56
2134,5,20000,50000,731556898,0.027909,0.0,2020-08-02 04:58:24,2020-10-01 04:58:24,2020-10-01 04:58:24
2135,11,10000,0,643457999,0.011827,0.0,2020-01-12 11:59:52,2020-02-11 11:59:52,2020-02-11 11:59:52
2136,9,0,0,670006373,0.022167,0.0,2020-03-11 21:16:08,2020-05-10 21:16:08,2020-05-10 21:16:08
2137,8,0,0,395031375,0.018117,0.0,2020-01-29 12:11:31,2020-02-28 12:11:31,2020-02-28 12:11:31
2138,11,10000,0,696446667,0.025088,93665.44999548128,2021-03-02 20:29:58,2021-04-01 20:29:58,2021-04-04 20:29:58
2139,2,0,10000,843367641,0.023607,0.0,2023-06-13 13:09:54,2023-09-11 13:09:54,2023-09-11 13:09:54
2140,6,0,0,20752460,0.020939,0.0,2020-07-20 18:00:23,2020-08-19 18:00:23,2020-08-19 18:00:23
2141,1,30000,0,966622071,0.012227,0.0,2020-12-05 06:50:33,2021-02-03 06:50:33,2021-02-03 06:50:33
2142,3,10000,0,552614358,0.012392,0.0,2020-02-14 21:35:31,2020-04-14 21:35:31,2020-04-14 21:35:31
2143,7,10000,0,85660148,0.021417,576280.1824440794,2023-10-30 02:13:20,2023-12-29 02:13:20,2024-01-21 02:13:20
2144,8,0,0,662998407,0.014902,0.0,2022-10-20 13:32:09,2023-01-18 13:32:09,2023-01-18 13:32:09
2145,8,10000,0,878027027,0.015272,0.0,2022-11-21 21:17:40,2023-02-19 21:17:40,2023-02-19 21:17:40
2146,9,0,0,382420522,0.009517,0.0,2023-08-05 23:04:16,2023-09-04 23:04:16,2023-09-04 23:04:16
2147,12,30000,0,660636649,0.018507,0.0,2021-02-28 16:23:56,2021-03-30 16:23:56,2021-03-30 16:23:56
2148,11,10000,0,844267935,0.027182,0.0,2023-06-30 12:08:50,2023-08-29 12:08:50,2023-08-29 12:08:50
2149,11,0,0,908069321,0.015405,2686492.327695916,2022-09-30 22:21:36,2022-11-29 22:21:36,2022-12-15 22:21:36
2150,6,0,0,3711957,0.021217,0.0,2020-05-24 12:06:51,2020-07-23 12:06:51,2020-07-23 12:06:51
2151,10,10000,0,433643134,0.017471,0.0,2022-08-19 20:37:34,2022-09-18 20:37:34,2022-09-18 20:37:34
2152,1,20000,10000,693746918,0.024933,0.0,2020-09-20 16:24:47,2020-12-19 16:24:47,2020-12-19 16:24:47
2153,9,30000,0,843972917,0.02772,0.0,2020-06-10 00:35:09,2020-07-10 00:35:09,2020-07-10 00:35:09
2154,2,30000,10000,352426130,0.010566,0.0,2023-07-17 05:08:26,2023-09-15 05:08:26,2023-09-15 05:08:26
2155,8,30000,0,961042069,0.009503,235650.32578997326,2020-02-18 19:37:43,2020-03-19 19:37:43,2020-04-05 19:37:43
2156,8,30000,0,998093554,0.015007,0.0,2020-12-13 13:55:19,2021-02-11 13:55:19,2021-02-11 13:55:19
2157,7,10000,0,857229539,0.012763,244870.1086214022,2021-01-19 18:43:06,2021-03-20 18:43:06,2021-03-22 18:43:06
2158,2,0,0,549856773,0.025534,0.0,2023-01-18 04:15:21,2023-03-19 04:15:21,2023-03-19 04:15:21
2159,8,20000,0,465404189,0.012625,374273.7591397004,2023-02-24 01:21:05,2023-04-25 01:21:05,2023-05-12 01:21:05
2160,3,10000,0,645582410,0.012745,0.0,2023-11-18 08:27:37,2024-01-17 08:27:37,2024-01-17 08:27:37
2161,8,10000,0,323142322,0.028374,0.0,2020-08-22 15:36:46,2020-10-21 15:36:46,2020-10-21 15:36:46
2162,10,10000,0,995730145,0.02001,0.0,2023-02-15 08:01:25,2023-03-17 08:01:25,2023-03-17 08:01:25
2163,10,10000,0,185250696,0.022944,0.0,2022-06-05 07:27:40,2022-08-04 07:27:40,2022-08-04 07:27:40
2164,6,0,0,934599705,0.015844,0.0,2020-01-09 13:37:11,2020-02-08 13:37:11,2020-02-08 13:37:11
2165,11,0,0,564006486,0.010498,0.0,2020-03-03 10:32:49,2020-04-02 10:32:49,2020-04-02 10:32:49
2166,12,10000,0,332548091,0.028819,0.0,2020-11-02 21:33:56,2020-12-02 21:33:56,2020-12-02 21:33:56
2167,8,0,0,102947884,0.026847,18712.096001539154,2022-09-16 15:37:53,2022-12-15 15:37:53,2022-12-31 15:37:53
2168,9,20000,0,475709202,0.023213,0.0,2023-01-18 08:29:43,2023-02-17 08:29:43,2023-02-17 08:29:43
2169,6,30000,0,557232116,0.012296,0.0,2021-12-20 10:32:29,2022-01-19 10:32:29,2022-01-19 10:32:29
2170,1,30000,0,857626308,0.029464,0.0,2023-06-16 02:20:45,2023-07-16 02:20:45,2023-07-16 02:20:45
2171,4,20000,0,46128127,0.024847,0.0,2023-05-08 05:09:05,2023-07-07 05:09:05,2023-07-07 05:09:05
2172,7,20000,0,32960905,0.017571,0.0,2021-08-02 09:22:56,2021-10-01 09:22:56,2021-10-01 09:22:56
2173,12,20000,0,64943396,0.017519,498014.2080832986,2023-02-18 01:59:07,2023-05-19 01:59:07,2023-06-25 01:59:07
2174,7,10000,0,102503889,0.022149,0.0,2023-07-25 22:01:37,2023-08-24 22:01:37,2023-08-24 22:01:37
2175,2,10000,0,920081103,0.028785,5143374.196406663,2023-03-02 04:44:05,2023-05-01 04:44:05,2023-06-08 04:44:05
2176,10,0,0,676619663,0.018566,0.0,2022-02-15 10:28:16,2022-05-16 10:28:16,2022-05-16 10:28:16
2177,3,30000,0,121207979,0.029852,0.0,2022-09-06 03:09:53,2022-10-06 03:09:53,2022-10-06 03:09:53
2178,8,0,0,925714896,0.014279,0.0,2023-05-01 03:14:31,2023-07-30 03:14:31,2023-07-30 03:14:31
2179,2,30000,0,668757732,0.029343,0.0,2020-04-16 08:25:27,2020-05-16 08:25:27,2020-05-16 08:25:27
2180,7,30000,0,803259458,0.022513,0.0,2023-10-27 18:12:14,2023-11-26 18:12:14,2023-11-26 18:12:14
2181,10,0,0,200796163,0.018308,0.0,2020-11-27 04:04:41,2021-01-26 04:04:41,2021-01-26 04:04:41
2182,9,20000,0,66572528,0.020621,0.0,2022-10-16 14:23:20,2022-12-15 14:23:20,2022-12-15 14:23:20
2183,5,10000,0,6805942,0.020823,0.0,2022-08-19 19:37:40,2022-09-18 19:37:40,2022-09-18 19:37:40
2184,7,30000,0,365609311,0.022725,0.0,2022-05-06 11:32:39,2022-06-05 11:32:39,2022-06-05 11:32:39
2185,2,10000,10000,928467439,0.022336,3551485.8233905933,2020-06-05 02:08:15,2020-07-05 02:08:15,2020-07-27 02:08:15
2186,1,10000,0,745173521,0.023604,0.0,2022-07-06 01:09:30,2022-08-05 01:09:30,2022-08-05 01:09:30
2187,2,0,10000,467268963,0.010764,0.0,2022-03-10 13:39:43,2022-04-09 13:39:43,2022-04-09 13:39:43
2188,2,0,10000,887274225,0.027455,0.0,2021-11-15 00:27:43,2021-12-15 00:27:43,2021-12-15 00:27:43
2189,11,30000,0,240856300,0.017594,0.0,2021-07-19 06:34:46,2021-08-18 06:34:46,2021-08-18 06:34:46
2190,9,10000,0,311244401,0.017526,0.0,2021-05-15 19:09:49,2021-06-14 19:09:49,2021-06-14 19:09:49
2191,11,0,0,637025658,0.026276,0.0,2020-06-15 23:46:48,2020-08-14 23:46:48,2020-08-14 23:46:48
2192,2,20000,0,926942345,0.015519,0.0,2020-10-06 12:50:48,2020-11-05 12:50:48,2020-11-05 12:50:48
2193,7,10000,0,335106313,0.026697,0.0,2021-04-25 07:51:53,2021-07-24 07:51:53,2021-07-24 07:51:53
2194,8,20000,0,63051640,0.013108,0.0,2021-04-06 01:05:48,2021-05-06 01:05:48,2021-05-06 01:05:48
2195,9,0,0,511631412,0.02565,0.0,2022-02-23 03:48:30,2022-04-24 03:48:30,2022-04-24 03:48:30
2196,2,0,0,752508329,0.023414,0.0,2020-03-30 08:13:59,2020-04-29 08:13:59,2020-04-29 08:13:59
2197,2,20000,0,771106598,0.029229,5555973.585610322,2021-06-21 21:27:05,2021-07-21 21:27:05,2021-08-24 21:27:05
2198,8,10000,0,989363740,0.014769,0.0,2022-04-08 00:02:29,2022-05-08 00:02:29,2022-05-08 00:02:29
2199,8,10000,0,456355825,0.020282,0.0,2021-05-10 03:47:54,2021-07-09 03:47:54,2021-07-09 03:47:54
2200,11,20000,0,2354420,0.029282,0.0,2022-12-28 07:55:17,2023-02-26 07:55:17,2023-02-26 07:55:17
2201,1,20000,10000,333062318,0.028261,0.0,2022-05-27 23:16:31,2022-06-26 23:16:31,2022-06-26 23:16:31
2202,3,0,0,952791614,0.012585,0.0,2023-06-10 01:31:23,2023-07-10 01:31:23,2023-07-10 01:31:23
2203,12,0,0,658750339,0.014841,0.0,2022-07-16 19:25:38,2022-09-14 19:25:38,2022-09-14 19:25:38
2204,5,30000,0,140447601,0.018365,357752.5611513495,2020-07-14 07:50:48,2020-09-12 07:50:48,2020-10-10 07:50:48
2205,8,10000,0,958651839,0.01856,2275647.7710325024,2023-03-26 12:18:16,2023-04-25 12:18:16,2023-06-20 12:18:16
2206,2,30000,0,712154538,0.0141,0.0,2021-07-27 09:32:28,2021-08-26 09:32:28,2021-08-26 09:32:28
2207,1,10000,0,45321362,0.015617,0.0,2021-06-05 16:53:24,2021-07-05 16:53:24,2021-07-05 16:53:24
2208,10,0,0,65711272,0.010071,0.0,2023-12-03 03:40:28,2024-01-02 03:40:28,2024-01-02 03:40:28
2209,7,20000,0,116776996,0.018972,994044.4749049728,2022-06-01 14:35:55,2022-07-01 14:35:55,2022-08-06 14:35:55
2210,2,0,0,547644878,0.028756,0.0,2023-05-14 11:43:41,2023-07-13 11:43:41,2023-07-13 11:43:41
2211,6,20000,0,712550383,0.012925,6188421.874969774,2023-12-21 03:08:25,2024-02-19 03:08:25,2024-03-27 03:08:25
